"KHz","ID","Type","Active","LSB","USB","Sec","Fmt","'Name' and Location","SP","ITU","Region","GSQ","Lat","Lon","Pwr","Notes","Heard In","Logs","First Logged","Last Logged"
329,"AAA","NDB","Y","1015","1043","5.992","TWEB","'Abraham'  Lincoln","IL","USA","na","EN50hd","40.1458","-89.375","25","WRLB2732 expires Mar 2027 - Logan County","SCT  AB  AZ  BC  CA  CO  FL  IA  IL  IN  KS  MA  MI  MN  MO  MS  NC  NE  NH  NJ  NS  NV  NY  OH  ON  OR  PA  QC  SC  TN  TX  VA  VT  WA  WI","495","1996-11-16","2026-04-25"
329,"CH","NDB","Y","1045","1036","5.850","","'Ashly'  Charleston","SC","USA","na","EM92wx","32.9792","-80.125","400","","DEU  ENG  FRA  POL  SCT  DOM  AB  AZ  BC  CA  CO  CT  FL  GA  IA  IL  IN  KS  MA  MD  ME  MI  MN  MO  MS  MT  NB  NC  NE  NH  NJ  NS  NV  NY  OH  ON  OR  PA  PE  QC  RI  SC  TN  TX  VA  VT  WA  WI  WV","855","1995-11-13","2026-04-26"
329,"IA","NDB","Y","1034","1035","6.08","","'Kathi'  Niagara Falls","NY","USA","na","FN03nc","43.1042","-78.875","","","AB  IL  MA  MI  NC  NH  NS  NY  OH  ON  PA  QC  TN","244","1989-08-26","2025-11-24"
329,"JW","NDB","Y","397","404","10.21","ID+7"" gap","Jersey","","JSY","eu","IN89ve","49.1875","-2.2083","","","ENG  BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GSY  HNG  HOL  IRL  ITA  LVA  NIR  NOR  POL  RUS  SAR  SCT  SVN  SWE  NS","723","1986-02-18","2026-03-29"
329,"NMS","NDB","Y","382","384","7.3","","Namsos","","NOR","eu","JP54vl","64.4792","11.7917","","Hrd by Bo Nensen on 1645 KHz (5x329)","BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  HNG  HOL  HRV  IRL  ITA  LVA  NIR  NOR  POL  RUS  SCT  SHE  SUI  SVK  SVN  SWE  NS","556","2000-11-07","2026-02-21"
329,"PMV","NDB","Y","1017","1024","7.419","","Plattsmouth","NE","USA","na","EN20bw","40.9375","-95.875","25","","FIN  AB  AZ  BC  CA  CO  IA  IL  IN  KS  MA  MI  MN  MO  MT  NC  NE  NH  NM  NS  NV  NY  OH  ON  OR  PA  QC  SC  SD  TN  TX  UT  VA  VT  WA  WI","558","1989-10-12","2026-06-20"
329,"X2","NDB","Y","392","394","10.486","DAID","Athabasca","AB","CAN","na","DO34jr","54.7292","-113.208","","","FIN  AB  AZ  BC  CA  CO  IL  KS  MO  MT  NC  NE  NS  NV  OH  OR  PA  TX  UT  WA","269","1989-01-01","2026-04-30"
329,"YEK","NDB","Y","399","402","10.12","DAID","Arviat","NU","CAN","na","EP21xc","61.1042","-94.0417","500","","BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  HOL  LVA  NIR  NOR  POL  RUS  SCT  SHE  SWE  AB  AZ  BC  CA  CO  FL  GRL  IA  ID  IL  IN  KS  MA  MI  MN  MO  MS  MT  NB  NC  NE  NH  NJ  NS  NU  NV  NY  OH  ON  OR  PA  QC  RI  SC  TN  TX  UT  VA  VT  WA  WI","1335","1988-10-08","2026-04-25"
330,"CNA","NDB","Y","1023","1013","7.04","","Carolina","","BRA","sa","GI62gq","-7.3125","-47.4583","","","FIN  SCT  BRA  IL  MA  NC  NS  NY","21","2009-02-23","2019-10-17"
330,"KN","NDB","Y","1025","1035","8.55","ID+7"" gap","UNID","","XUF","xx","","","","","UNID - ALSO HEARD AS TN/AN/UN","CYP  BEL  CZE  DEU  ENG  ESP  FIN  FRA  GRC  HNG  HOL  HRV  ITA  LVA  NOR  POL  RUS  SAR  SCT  SCY  SVN  SWE  NS","180","2001-07-03","2026-02-09"
330,"MF","NDB","Y","1022","1018","8.6","","&#039;Missi&#039; Mc Allen","TX","USA","na","EL06ug","26.2708","-98.2917","","Was MF-388","AZ  CA  CO  IL  KS  MI  MO  NC  NE  NS  NV  OH  PA  TN  TX","136","2010-10-21","2025-09-01"
330,"OB","NDB","Y","1023","1020","10.08","ID+7"" gap","Bratislava / M.R Stefanik / South","","SVK","eu","JN88pc","48.1042","17.2917","","","AUT  BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GRC  HNG  HOL  HRV  ITA  LVA  NIR  NOR  POL  RUS  SAR  SCT  SUI  SVK  SVN  SWE  NS","613","1994-01-07","2026-04-27"
330,"RMA","NDB","Y","1079","935","10.4","ID+7"" gap","Malaga","","ESP","eu","IM76sp","36.6458","-4.4583","80","","CNR  MRC  BAL  CZE  DEU  ENG  ESP  FIN  FRA  HOL  ITA  RUS  SAR  SCT  SVN  SWE  NS","110","1999-10-10","2023-10-04"
330,"RPR","NDB","Y","1017","1010","7.2","","Ribeir&auml;o Preto (SP)","","BRA","sa","GG68cu","-21.1458","-47.7917","200","","BRA  IL  NC  NS  TX","41","1997-05-29","2022-08-16"
330,"SIS","NDB","Y","1034","1030","8.39","","Puerto Asis","","CLM","sa","FJ10rm","0.5208","-76.5417","","","PAQ  AZ  CO  IL  NC  NE  NH  NS  OH  TX","63","2007-12-29","2021-01-24"
330,"SJ","NDB","Y","1019","1032","5.90","","Patty","PR","PTR","ca","FK68wj","18.3958","-66.125","","","ENG  SCT  AZ  CO  FL  IL  MA  MI  MO  NC  NE  NH  NS  NV  NY  OH  ON  PA  SC  TN  TX","147","1997-12-03","2022-06-25"
330,"WOB","NDB","Y","398","402","6.87","","UNID","","XUN","xx","","","","","","AZ  CO  IL  NE  OH  TN  TX","11","2018-01-13","2020-07-02"
330,"YLA","NDB","Y","1023","1024","14.6","","Ilha (RJ)","","BRA","sa","GG87jf","-22.7708","-43.2083","200","","BRA  NS","22","2000-05-20","2020-08-30"
330,"ZRA","NDB","Y","1006","1003","6.15","ID+2"" gap","Zadar / Kakman","","HRV","eu","JN73rx","43.9792","15.4583","","1020/400 Hz OFFSETS","AUT  BAL  BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GRC  HNG  HOL  HRV  ITA  LVA  NIR  NOR  POL  RUS  SAR  SCT  SCY  SUI  SVK  SVN  SWE  NS","790","1998-11-21","2026-05-08"
331,"DEC","NDB","Y","1071","1082","7.90","ID+4"" gap","Decimomannu (CA)","","SAR","eu","JM49li","39.3542","8.9583","40","Province : Cagliari","TUN  AUT  BAL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GRC  HNG  HOL  HRV  IRL  ITA  NIR  NOR  POL  RUS  SAR  SCT  SCY  SUI  SVN  SWE  NS","420","1997-02-28","2026-05-08"
331,"GLW","NDB","Y","397","391","6.5","","Glasgow","","SCT","eu","IO75su","55.8542","-4.4583","","","CZE  DEU  DNK  ENG  ESP  FIN  FRA  HOL  IRL  ITA  LVA  NIR  NOR  POL  RUS  SCT  SUI  SVN  SWE  NS","469","2002-09-06","2026-02-20"
331,"GST","NDB","Y","400","401","4.87","","Gloucester","","ENG","eu","IO81vv","51.8958","-2.2083","12","Power confirmed by QSL","ENG  BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GSY  HNG  HOL  IRL  ITA  LVA  NIR  NOR  POL  RUS  SCT  SVN  SWE  WLS  NS","596","1997-11-26","2026-02-21"
331,"JV","NDB","Y","1036","1026","5.963","","'Catch'  Jeffersonville","IN","USA","na","EM78dl","38.4792","-85.7083","","","AZ  BC  CA  CO  FL  IA  IL  IN  KS  MA  MD  MI  MN  MO  MS  NC  NE  NH  NJ  NS  NV  NY  OH  ON  OR  PA  QC  SC  TN  TX  VA  WA  WI","464","1996-06-01","2025-10-15"
331,"SC","NDB","Y","1022","1010","7.84","ID+6"" gap","Santa Cruz Das Flores","","AZR","eu","HM49lg","39.2708","-31.0417","","","CNR  CZE  DEU  DNK  ENG  ESP  FIN  FRA  HOL  IRL  ITA  NIR  NOR  POL  POR  RUS  SCT  SWE  MA  ME  NB  NH  NL  NS  OH","443","2000-06-28","2026-02-23"
332,"BHI","NDB","Y","400","404","8.13","","Broken Hill","NW","AUS","oc","QF08ra","-31.9792","141.458","100","","AT  NCL  NFK  NI  NN  NW  QD  SA  TA  VI  WE  CA  OR  HI","235","2005-10-16","2025-10-30"
332,"DN","NDB","Y","1032","1024","6.186","","'Julip'  Danville","IL","USA","na","EN60fg","40.2708","-87.5417","","","POL  AZ  CO  IA  IL  IN  KS  MA  MI  MN  MO  NC  NE  NH  NJ  NS  NV  NY  OH  ON  PA  QC  SC  TN  TX  VA  WI","314","1999-04-29","2026-04-25"
332,"GRO","NDB","Y","1046","1025","7.95","","Rota IAP - Northern Mariana Islands","","MRA","oc","QK24oe","14.1875","145.208","25","","JPN  NFK  NI  QD  SA  TA  VI  CA","25","2016-08-04","2023-08-26"
332,"HK","NDB","Y","1023","1022","4.60","","'Tawba'  Hickory","NC","USA","na","EM95is","35.7708","-81.2917","25","RWY 16 BRENZ LOM","CO  FL  IL  IN  KS  MI  MO  NC  NE  NH  NJ  NS  NY  OH  ON  PA  QC  SC  TN  TX  VA  VT","226","2003-10-29","2026-04-25"
332,"IC","NDB","Y","1042","1043","8.060","","&#039;Piche&#039;  Wichita","KS","USA","na","EM17gn","37.5625","-97.4583","25","","AB  AZ  BC  CA  CO  IA  IL  KS  MI  MN  MO  MT  NC  NE  NV  OH  OK  ON  OR  PA  TN  TX  UT  WA  WI","327","1990-01-02","2026-04-24"
332,"JA","NDB","Y","1057","1053","10.66","","Dexin","","CHN","as","PN42qu","42.8542","129.375","","","JPN  KOR  RSE  TWN  CA","9","2009-02-20","2021-10-10"
332,"PH","NDB","Y","1036","1035","8.197","","'Phurn'  Port Huron","MI","USA","na","EN82qu","42.8542","-82.625","","","CO  IL  IN  MA  MI  MN  MO  NB  NC  NE  NH  NJ  NS  NY  OH  ON  PA  QC  TN  TX  VA  WI","347","1996-06-01","2026-03-18"
332,"POA","NDB","Y","1017","1020","8.427","","Pahoa","HI","HWA","oc","BK29mn","19.5625","-154.958","400","","FIN  NOR  NI  NZL  PAQ  SA  TA  AB  AZ  BC  CA  CO  HI  ID  IL  MO  MT  NE  NS  NV  OH  OR  PA  TX  UT  WA  YT  HI","2471","1994-03-04","2026-04-27"
332,"SBI","NDB","Y","871","876","3.25","Cont. ID","Rabat / Sale","","MRC","af","IM64qe","34.1875","-6.625","","DRIFTING","CNR  CZE  DEU  ENG  ESP  FIN  FRA  HOL  IRL  ITA  POL  POR  RUS  SAR  SCT  SVN  SWE  NS","173","1998-09-02","2025-01-01"
332,"SG","NDB","Y","1046","1026","6.024","","'Depre'  Green Bay","WI","USA","na","EN54wj","44.3958","-88.125","25","","AZ  BC  CO  IL  IN  KS  MA  MI  MN  MO  NC  NE  NH  NS  NY  OH  ON  PA  QC  SC  TN  TX  VT  WI","246","1999-07-25","2026-04-25"
332,"TLF","NDB","Y","398","407","10.27","ID+6"" gap","Toulouse / Francazal","","FRA","eu","JN03oo","43.6042","1.2083","","WAS ON 331.5","AUT  CZE  DEU  ENG  ESP  FIN  FRA  HNG  HOL  IRL  ITA  NIR  NOR  POL  RUS  SAR  SCT  SHE  SUI  SVK  SWE  NS","279","2008-11-07","2026-04-13"
332,"VQK","NDB","Y","1056","1031","5.99","","&#039;Oxonn&#039;  Oxon Hill  (Fort Foote Park)","MD","USA","na","FM18ls","38.7708","-77.0417","","Was DC - ID changed to VQK per NFDD  2024-06-06-110 // Logged as DC in Aug 2024 // Although this beacon is actually located in MD (location 38.7660583 / -77.0266428), for NDB List Awards purposes it may count towards either MD or DC as you see fit (Andy Robins, 2005-01-12);  Supports Ronald Reagan Washington Natl Apt","CO  DC  IL  MA  MD  MI  NB  NC  NH  NJ  NS  NY  OH  ON  PA  SC  TN  TX  VA  VT","284","2002-12-17","2026-04-25"
332,"XT","NDB","Y","","404","10.245","DAID","Terrace","BC","CAN","na","CO54ri","54.3542","-128.542","","","AB  AZ  BC  CA  CO  IL  MN  MO  MT  NE  OH  OR  TX  UT  WA  YT  HI","289","2001-08-11","2026-04-27"
332,"YTE","NDB","Y","402","401","10.17","ID+6"" tone","Cape Dorset","NU","CAN","na","FP14rf","64.2292","-76.5417","","","DEU  ENG  ESP  FIN  HOL  IRL  ISL  NIR  NOR  POL  RUS  SCT  SWE  BC  CA  CO  IL  KS  NH  NJ  NS  PA  TN  TX","212","2000-12-22","2026-03-30"
332.5,"AA","NDB","Y","2","2","17.96","DAID","Tukuhora  (Iles Tuamotu)","","TUA","oc","BH72gp","-17.3542","-145.458","25","Anaa Atoll Apt","XOP  TA  AZ  CA  IL  NE  OR  TX  WA","256","2004-03-17","2024-08-07"
332.5,"TS","NDB","Y","1026","1013","31.07","IDx2+23""dash","Tokushima","","JPN","as","PM74hd","34.1458","134.625","","","JPN  KOR  TWN  AZ","7","2008-02-24","2021-07-24"
334,"DX","NDB","Y","399","405","10.18","","Dax / Seyresse","","FRA","eu","IN93lq","43.6875","-1.0417","","","CZE  DEU  ENG  ESP  FIN  FRA  HNG  HOL  ITA  NIR  POL  RUS  SAR  SCT  SUI  SWE  NS","203","2003-12-17","2025-06-28"
334,"GMN","NDB","Y","398","401","8.09","","Gormanston","","IRL","eu","IO63vp","53.6458","-6.2083","","","CZE  DEU  DNK  ENG  ESP  FIN  FRA  HOL  IRL  ITA  NIR  NOR  POL  RUS  SAR  SCT  SVK  SWE  WLS  NS","602","1990-11-18","2026-02-21"
334,"LH","NDB","Y","1041","1053","5.950","","&#039;Egrow&#039;  Bloomington","IL","USA","na","EN50nn","40.5625","-88.875","","notam as O/S and unreported since Sep 2024 but reported on during CLE315 //  !BMI 01/137 BMI NAV ILS RWY 29 OM U/S 2501211310-2505302111EST","AZ  BC  CO  FL  IA  IL  IN  KS  MA  MI  MN  MO  NC  NE  NH  NJ  NS  NV  NY  OH  ON  OR  PA  SC  TN  TX  VA  WI","340","2000-04-29","2026-02-21"
334,"MR","NDB","Y","389","411","4.27","ID+2""gap","Maribor","","SVN","eu","JN76vi","46.3542","15.7917","49","","AUT  BAL  BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GRC  HNG  HOL  HRV  ITA  LVA  NIR  NOR  POL  RUS  SAR  SCT  SCY  SUI  SVK  SVN  SWE  UKR  NS","900","1981-06-07","2026-05-08"
334,"UU","NDB","Y","1041","1048","8.534","","'Seyer'  Corinth","MS","USA","na","EM55qa","35.0208","-88.625","25","","AZ  CO  IL  IN  MD  MI  MO  NC  NE  NJ  OH  PA  SC  TN  TX  VA","145","2001-02-03","2026-02-02"
334,"YER","NDB","Y","391","408","10.067","DAID","Fort Severn","ON","CAN","na","EO65ex","55.9792","-87.625","195","","DEU  ENG  ESP  FIN  HOL  NOR  RUS  SCT  SWE  AB  AZ  BC  CA  CO  CT  FL  GRL  IA  IL  IN  KS  MA  MD  MI  MN  MO  MS  MT  NB  NC  NE  NH  NJ  NS  NV  NY  OH  ON  OR  PA  QC  TN  TX  UT  VA  VT  WA  WI  HI","760","1990-01-10","2026-03-03"
335,"BK","NDB","Y","1034","1039","8.021","","'CHRLZ' Brookings","SD","USA","na","EN14mi","44.3542","-96.9583","25","","AB  AZ  BC  CA  CO  IA  IL  IN  KS  MI  MN  MO  MT  NC  NE  NH  NS  NV  OH  ON  OR  PA  QC  SD  TN  TX  UT  WA  WI","240","2014-12-01","2026-02-22"
335,"BV","NDB","Y","1030","1026","7.977","","'Almnd'  Batesville","AR","USA","na","EM45cq","35.6875","-91.7917","25","Thanks to Bill Hohenstein K0HA for IDing BV","AB  AZ  BC  CA  CO  FL  IA  IL  IN  KS  MD  MI  MN  MO  MT  NC  NE  NH  NJ  NS  NV  NY  OH  OK  ON  OR  PA  QC  SC  TN  TX  UT  VA  WA  WI","422","2005-10-16","2026-02-22"
335,"CK","NDB","Y","1053","1028","6.031","","'Snuff'  Clarksville","TN","USA","na","EM66hm","36.5208","-87.375","","","AZ  BC  CO  IL  MI  MO  NC  NE  NJ  OH  ON  PA  TN  TX  VA","129","2001-02-04","2025-12-30"
335,"FI","NDB","Y","395","405","20.01","IDx2+12""gap","Troitskoye","","RSE","as","PN89gk","49.4375","136.542","","","JPN  RSE  NOR  CA","13","2018-07-26","2022-08-26"
335,"SW","NDB","Y","1018","1018","8.600","","'Neely'  Newburgh","NY","USA","na","FN21vl","41.4792","-74.2083","","","CT  FL  IL  IN  MA  MD  ME  MI  NC  NE  NH  NJ  NS  NY  OH  ON  PA  QC  SC  TX  VA  VT","327","2003-01-18","2026-03-20"
335,"TON","NDB","Y","1032","1030","8.36","ID+3"" gap","Torralba de Aragon","","ESP","eu","IN91rw","41.9375","-0.5417","300","WAS TRL","CNR  BAL  BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GRC  HNG  HOL  HRV  IRL  ITA  NIR  POL  POR  RUS  SAR  SCT  SUI  SVK  SVN  SWE  NS","623","1983-11-09","2026-04-25"
335,"WCO","NDB","Y","406","405","6.93","","Westcott","","ENG","eu","IO91mu","51.8542","-0.9583","","","BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GSY  HNG  HOL  IRL  ITA  NIR  NOR  POL  RUS  SAR  SCT  SHE  SVK  SVN  SWE  WLS  NS","775","1989-10-22","2024-01-08"
336,"AA","NDB","Y","399","2","2.91","","Aasiaat","","GRL","na","GP38or","68.7292","-52.7917","","","DEU  ENG  FIN  HOL  ITA  NIR  NOR  RUS  SCT  SWE  IL  NS  OH","42","2000-12-19","2024-12-28"
336,"MA","NDB","Y","1035","1022","6.024","","&#039;Wexford&#039;  Cadillac","MI","USA","na","EN74ff","44.2292","-85.5417","","!! MAF 03/037 MAF NAV ILS RWY 10 OM U/S 2603091143-2708302111EST // Wexford County Airport, formely UNID, often reported as &#039;MET&#039; owing to bad keying","SCT  BC  CA  CO  CT  IL  IN  KS  MA  MI  MN  MO  NC  NE  NH  NS  NV  NY  OH  ON  OR  PA  QC  SC  TN  TX  VA  VT  WA  WI","462","2003-12-05","2026-03-20"
336,"QQ","NDB","Y","407","402","5.75","","Qaanaaq","","GRL","na","FQ57il","77.4792","-69.2917","","","ENG  FIN  HOL  SCT  SWE  IL  NE  NS  OH","31","2008-11-13","2023-10-27"
337,"FF","NDB","Y","1051","1039","5.996","","&#039;Hamre&#039;  Fergus Falls","MN","USA","na","EN16xf","46.2292","-96.0417","25","!! FFM 11/004 FFM NAV ILS RWY 31 OM U/S 2511171443-2604302111EST","FIN  AB  AZ  BC  CA  CO  IA  IL  IN  KS  MA  MI  MN  MO  MT  NC  NE  NH  NM  NS  NV  NY  OH  ON  OR  PA  TN  TX  UT  VA  WA  WI","332","1999-11-03","2025-05-24"
337,"LHR","NDB","Y","1021","1018","8.04","ID+4"" gap","Lahr / Schwarzwald","","DEU","eu","JN38vi","48.3542","7.7917","","","AUT  BAL  BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  HNG  HOL  HRV  ITA  LVA  NIR  NOR  POL  RUS  SAR  SCT  SUI  SVK  SVN  SWE  NS","541","1995-12-29","2026-05-14"
337,"MY","NDB","Y","430","407","12.04","ID+6"" gap","Myggenaes","","FRO","eu","IP62ec","62.1042","-7.625","","","BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GRC  GSY  HNG  HOL  IRL  ISL  ITA  LVA  NIR  NOR  POL  RUS  SAR  SCT  SHE  SUI  SVK  SVN  SWE  MA  NS  ON","1161","1989-03-09","2026-02-22"
337,"VRN","NDB","Y","986","1026","9.95","ID+7"" tone","Vranje","","SRB","eu","KN02wn","42.5625","21.875","40","","EGY  AUT  BAL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GRC  HNG  HOL  HRV  ITA  LVA  NIR  NOR  POL  RUS  SAR  SCT  SCY  SRB  SUI  SVK  SVN  SWE  UKR  NS","657","2001-01-15","2026-04-25"
338,"CYR","NDB","Y","1016","1022","7.336","","'Caidy'  Cairo","GA","USA","na","EM70wv","30.8958","-84.125","25","2","AZ  CA  CO  FL  IL  IN  MI  MN  MO  MS  NC  NE  NH  NJ  NS  NY  OH  ON  OR  PA  SC  TN  TX  VA  WI","193","1997-12-22","2026-03-18"
338,"GU","NDB","Y","392","409","10.12","ID","Brest / Guipavas","","FRA","eu","IN78ul","48.4792","-4.2917","25","","CZE  DEU  ENG  ESP  FIN  FRA  GSY  HOL  IRL  ITA  NIR  SCT  SWE  NS","294","1983-04-04","2026-04-24"
338,"JZ","NDB","Y","1064","1037","6.017","","'Newbn'  Lawrence","KS","USA","na","EM28kv","38.8958","-95.125","25","","AB  AZ  CA  CO  IA  IL  IN  KS  MI  MN  MO  NC  NE  NS  NV  NY  OH  ON  OR  PA  TN  TX  WI","223","1999-12-24","2026-02-12"
338,"MA","NDB","Y","401","400","8.13","","Mount Isa","QD","AUS","oc","PG99rh","-20.6875","139.458","","Offsets updated on 10/14/2016","NFK  NI  NN  NW  PAQ  QD  SA  TA  VI  WE  CA  OR","241","2008-02-12","2025-08-08"
338,"MNW","NDB","Y","396","404","10.08","ID+6"" gap","Munchen","","DEU","eu","JN58wi","48.3542","11.875","25","","AUT  BAL  BEL  CZE  DEU  DNK  ENG  ESP  FIN  FRA  GRC  HNG  HOL  HRV  IRL  ITA  LVA  NIR  NOR  POL  RUS  SAR  SCT  SUI  SVK  SVN  SWE  NS","611","1999-03-31","2026-04-25"
338,"RYN","NDB","Y","1039","1018","8.6","","&#039;Ryan&#039;  Tucson","AZ","USA","na","DM42kd","32.1458","-111.125","400","","AZ  BEL  FIN  PAQ  AB  AZ  BC  CA  CO  ID  IL  IN  KS  MI  MN  MO  MS  MT  NC  NE  NM  NS  NV  NY  OH  OK  ON  OR  PA  SC  TN  TX  UT  WA  WI  HI","1062","1993-03-25","2026-04-26"
